0.39, 0.21, 0.55, 40.79, 205.21, 28.34, 0.706187, 211.135, 1.18933, 53.6617, 56.633
0.32, 0.02, 0.37, 1.63, 40.29, 0.65, 0.489592, 40.3282, 1.18933, 53.6617, 68.2844
0.79, 0.06, 0.73, 11.05, 89.74, 31.36, 1.07731, 95.7017, 1.18933, 53.6617, 43.1136
0.58, 0.04, 0.72, 38.83, 9.23, 23.77, 0.925419, 46.454, 1.18933, 53.6617, 43.9455
0.41, 0.13, 0.79, 9.94, 0.25, 6.59, 0.8995, 11.9287, 1.18933, 53.6617, 37.8145
0.31, 0.21, 0.74, 6.8, 8.16, 4.36, 0.829337, 11.482, 1.18933, 53.6617, 42.2686
0.13, 0.01, 0.02, 16.43, 6.48, 0.41, 0.131909, 17.6664, 1.18933, 53.6617, 88.854
-0.14, 0.04, 0.35, 11.68, 9.64, 3.08, 0.379078, 15.4544, 1.18933, 53.6617, 69.5127
-0.45, 0.08, 0.89, 36.49, 2.82, 3.78, 1.0005, 36.7935, 1.18933, 53.6617, 27.1268
-0.33, 0.33, 0.9, 26.32, 8.77, 6.64, 1.0138, 28.5262, 1.18933, 53.6617, 25.8419
-0.34, 0.06, 0.8, 3.06, 65.16, 52.93, 0.871321, 84.0046, 1.18933, 53.6617, 36.8699
-0.14, 0.08, 0.93, 3.7, 96.74, 53.26, 0.943875, 110.494, 1.18933, 53.6617, 21.5652
0.11, 0.07, 0.07, 8.37, 103.88, 0.32, 0.147986, 104.217, 1.18933, 53.6617, 85.986
0.42, 0.11, 0.21, 2.34, 91.13, 3.72, 0.482286, 91.2359, 1.18933, 53.6617, 77.8776
0.52, 0.12, 0.79, 0.46, 65.26, 0.27, 0.953362, 65.2622, 1.18933, 53.6617, 37.8145
0.5, 0, 0, 0, 0, 0, 0.5, 0, 1.18933, 53.6617, 90
-0.03, 0.62, 0.78, 1.76, 3.7, 0.02, 0.996845, 4.09732, 1.18733, 53.2457, 38.7394
-0.02, 0.62, 0.79, 0.61, 1.78, 0.08, 1.00444, 1.88332, 1.18633, 52.4933, 37.8145
-0.03, 0.62, 0.79, 1.13, 1.09, 0.36, 1.00469, 1.61078, 1.187, 52.0147, 37.8145
